event_name,clean_page_location,unique_users
page_view,shop.googlemerchandisestore.com/google+redesign/office/google+pen+white,3
page_view,shop.googlemerchandisestore.com/new/new-accessories/home,3
user_engagement,shop.googlemerchandisestore.com/eco/youtube+organic+cotton+t-shirt+-+black,3
page_view,shop.googlemerchandisestore.com/topsellers/galaxy+screen+cleaning+cloth,3
session_start,shop.googlemerchandisestore.com/Google+Redesign/Drinkware/Stainless+Straight+Straw+and+Cleaner,3
session_start,shop.googlemerchandisestore.com/google+redesign/wearables/men+s+t-shirts/men+s+vintage+heather+t-shirt,3
scroll,shop.googlemerchandisestore.com/Google Redesign/Drinkware/Google Canteen Bottle Black,3
first_visit,shop.googlemerchandisestore.com/Google+Redesign/Drinkware/Android+Buoy+Bottle,3
first_visit,shop.googlemerchandisestore.com/home/nest/nest-usa,3
page_view,shop.googlemerchandisestore.com/google+redesign/accessories/google+redesign/electronics/google+redesign/apparel/google+redesign/accessories/stickers/google+redesign/bags/google+redesign/apparel/kids/google+redesign/apparel/mens/mens+outerwear,3
view_item,shop.googlemerchandisestore.com/Google+Redesign/Drinkware/Google+PNW+Campus+Bottle,3
user_engagement,shop.googlemerchandisestore.com/google+redesign/apparel/google+nyc+campus+zip+hoodie,3
page_view,shop.googlemerchandisestore.com/google+redesign/shop+by+brand/android/quickview,3
page_view,shop.googlemerchandisestore.com/google+redesign/office/google+recycled+notebook+set+natural,3
first_visit,shop.googlemerchandisestore.com/shop.axd/Search,3
add_to_cart,shop.googlemerchandisestore.com/Google+Redesign/Apparel/Kids/Kids+Infant,3
scroll,shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+Infant+Hero+Tee+Olive,3
first_visit,shop.googlemerchandisestore.com/Google+Redesign/Bags/Google+Packable+Bag+Black,3
user_engagement,shop.googlemerchandisestore.com/eco/eco-jersey+chrome+zip+up+hoodie,3
click,shop.googlemerchandisestore.com/store-policies/shipping-information,3
user_engagement,shop.googlemerchandisestore.com/new/new-accessories/home,3
page_view,shop.googlemerchandisestore.com/google redesign/apparel/mens/mens warm gear,3
user_engagement,shop.googlemerchandisestore.com/eco/home,3
scroll,shop.googlemerchandisestore.com/store.html/home,3
scroll,shop.googlemerchandisestore.com//store.html/quickview,3
first_visit,shop.googlemerchandisestore.com/Google+Redesign/Bags/Google+Mesh+Bag+Blue,3
page_view,shop.googlemerchandisestore.com/Google+Redesign/Accessories/Google+Green+YoYo,3
user_engagement,shop.googlemerchandisestore.com/google+redesign/drinkware/google+thermal+bottle+white+with+box,3
user_engagement,shop.googlemerchandisestore.com/Google+Redesign/Wearables/Men+s+T-Shirts/home,3
scroll,shop.googlemerchandisestore.com/google+redesign/apparel/google+unisex+eco+tee+black,3
session_start,shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+LA+Campus+Unisex+Tee,3
page_view,shop.googlemerchandisestore.com/canada/store-policies/return-policy,3
session_start,shop.googlemerchandisestore.com/Google+Redesign/Stationery/Android+Jotter+Task+Pad,3
user_engagement,shop.googlemerchandisestore.com/google+redesign/apparel/google+land+and+sea+unisex+tee,3
first_visit,shop.googlemerchandisestore.com/Google+Redesign/Accessories/Stickers,3
user_engagement,shop.googlemerchandisestore.com/google+redesign/drinkware/google+canteen+bottle+black,3
scroll,shop.googlemerchandisestore.com/Google+Redesign/Accessories/Google+Large+Pet+Leash+Red+Yellow,3
page_view,shop.googlemerchandisestore.com/google+redesign/fun/home,3
page_view,shop.googlemerchandisestore.com/google+redesign/accessories/android+iconic+sticker+sheet,3
session_start,shop.googlemerchandisestore.com/Google+Redesign/Office/Google+Recycled+Writing+Set,3
user_engagement,shop.googlemerchandisestore.com/google+redesign/apparel/google+cambridge+campus+zip+hoodie+sm,3
scroll,shop.googlemerchandisestore.com/),3
scroll,shop.googlemerchandisestore.com/eco/organic+basic+t-shirt,3
page_view,shop.googlemerchandisestore.com/google+redesign/office/android+iconic+pen,3
session_start,shop.googlemerchandisestore.com/google+redesign/drinkware/google+canteen+bottle+black,3
session_start,shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+Google+Red+Kids+Sunglasses,3
view_item,shop.googlemerchandisestore.com/clearance/clearance-accessories,3
page_view,shop.googlemerchandisestore.com/Google+Redesign/Apparel/Mens/quickview,3
scroll,shop.googlemerchandisestore.com/google,3
page_view,shop.googlemerchandisestore.com/google+redesign/apparel/google+unisex+google+pocket+tee+grey,3
user_engagement,shop.googlemerchandisestore.com/google+redesign/shop+by+brand/android/quickview,3
user_engagement,shop.googlemerchandisestore.com/google+redesign/accessories/noogler+android+figure+2019,3
session_start,shop.googlemerchandisestore.com/google+redesign/apparel/youtube+icon+tee+grey,3
first_visit,shop.googlemerchandisestore.com/Google+Redesign/Apparel/IamRemarkable+Unisex+T-Shirt,3
session_start,shop.googlemerchandisestore.com/google+redesign/accessories/google+blue+yoyo,3
user_engagement,shop.googlemerchandisestore.com/shop.axd/orderdetails,3
first_visit,shop.googlemerchandisestore.com/Google+Greenesign/Apparel/Google+Tee+Green,3
first_visit,shop.googlemerchandisestore.com/google+redesign/office/writing/maze+pen,3
page_view,shop.googlemerchandisestore.com/google+redesign/apparel/google+sf+campus+ladies+tee,3
session_start,shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+Boulder+Campus+Zip+Hoodie,3
session_start,shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+Youth+Hero+Tee+Grey,3
view_item,shop.googlemerchandisestore.com/Google+Redesign/Accessories/Fun,3
page_view,shop.googlemerchandisestore.com/google+redesign/apparel/android+skate+kids+tee,3
page_view,shop.googlemerchandisestore.com/new/new-drinkware/home,3
user_engagement,shop.googlemerchandisestore.com/google+redesign/accessories-puppy,3
first_visit,shop.googlemerchandisestore.com/google+redesign/apparel/men++s/men++s+t+shirts,3
first_visit,http://shop.googlemerchandisestore.com/ideas,3
session_start,shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+PNW+Campus+Unisex+Tee,3
session_start,shop.googlemerchandisestore.com/Google+Redesign/Accessories/Stickers,3
scroll,shop.googlemerchandisestore.com/Google+Redesign/Office/Google+Pen+Red,3
page_view,shop.googlemerchandisestore.com/Google+Redesign/Accessories/Google+Seattle+Campus+Lapel+Pin,3
user_engagement,shop.googlemerchandisestore.com/google+redesign/accessories/home,3
session_start,shop.googlemerchandisestore.com/Google+Redesign/Bags/Google+Totepak,3
page_view,shop.googlemerchandisestore.com/shop.axd/wishlistreview,3
session_start,shop.googlemerchandisestore.com/vectoreo,3
user_engagement,shop.googlemerchandisestore.com/google+redesign/apparel/android+twill+cap,3
session_start,shop.googlemerchandisestore.com/Google+Redesign/Drinkware/Google+Felt+Mason+Jar,3
page_view,shop.googlemerchandisestore.com/google+redesign/lifestyle/small+goods/quickview,3
user_engagement,shop.googlemerchandisestore.com/google+redesign/office/pixel+pen+silver,3
user_engagement,shop.googlemerchandisestore.com/google+redesign/accessories/google+wallet+stand+black,3
user_engagement,shop.googlemerchandisestore.com/google+redesign/apparel/android+skate+kids+tee,3
session_start,shop.googlemerchandisestore.com/Google+Redesign/Office/Google+Recycled+Notebook+Set+Natural,3
scroll,shop.googlemerchandisestore.com//signin,3
session_start,shop.googlemerchandisestore.com/Google Redesign/Drinkware/Google Canteen Bottle Black,3
session_start,shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+Red+Speckled+Tee,3
page_view,shop.googlemerchandisestore.com/google+redesign/electronics/accessories/keyboard+dot+sticker,3
session_start,shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+Womens+Tech+Fleece+Vest+Charcoal,3
session_start,shop.googlemerchandisestore.com/Google+Redesign/Accessories/Google+Cork+Card+Holder,3
first_visit,shop.googlemerchandisestore.com/Google+Redesign/Accessories/Google+Cork+Card+Holder,3
first_visit,shop.googlemerchandisestore.com/google+redesign/shop+by+brand/google,3
scroll,shop.googlemerchandisestore.com/Google+Redesign/Bags/Google+Mesh+Bag+Red,3
session_start,shop.googlemerchandisestore.com/google redesign/apparel/mens,3
page_view,shop.googlemerchandisestore.com/google+redesign/apparel/mens/home,3
session_start,shop.googlemerchandisestore.com/Google+Redesign/Accessories/Google+PNW+Campus+Sticker,3
user_engagement,shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+Kirkland+Campus+Ladies+Tee,3
view_item,shop.googlemerchandisestore.com/Google+Redesign/Gift+Cards,3
page_view,shop.googlemerchandisestore.com/google+redesign/lifestyle/fun,3
session_start,shop.googlemerchandisestore.com/Google+Redesign/Drinkware/Google+NYC+Campus+Bottle,3
page_view,shop.googlemerchandisestore.com/google+redesign/bags/google+large+tote+canva,3
page_view,shop.googlemerchandisestore.com/google+redesign/apparel/google+land+and+sea+unisex+tee,3
user_engagement,shop.googlemerchandisestore.com/homeã€‚,3
click,shop.googlemerchandisestore.com/store,3
first_visit,shop.googlemerchandisestore.com/google+redesign/shop+by+brand/google/Ã°Å¸ Â´Ã°Å¸ Â´Ã°Å¸ Â´Ã°Å¸ Â´bojack horsmanÃ°Å¸ Â´Ã°Å¸ Â´Ã°Å¸ Â´Ã°Å¸ Â´,3
user_engagement,shop.googlemerchandisestore.com/google+redesign/bags/google+flat+front+bag+grey,3
page_view,shop.googlemerchandisestore.com/google+redesign/bags/google+flat+front+bag+grey,3
page_view,shop.googlemerchandisestore.com//signin,3
session_start,shop.googlemerchandisestore.com/Google+Redesign/Apparel/IamRemarkable+Ladies+T-Shirt,3
user_engagement,shop.googlemerchandisestore.com/google+redesign/shop+by+brand/google/Ã°Å¸ Â´Ã°Å¸ Â´Ã°Å¸ Â´Ã°Å¸ Â´bojack horsmanÃ°Å¸ Â´Ã°Å¸ Â´Ã°Å¸ Â´Ã°Å¸ Â´,3
view_item,shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+Kirkland+Campus+Ladies+Tee,3
page_view,shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+NYC+Campus+Zip+Hoodie+XS,3
scroll,shop.googlemerchandisestore.com/Google+Redesign/Bags/Google+Cambridge+Campus+Tote,3
page_view,shop.googlemerchandisestore.com/Google+Redesign/Shop+by+Brand/Waze+Dress+Socks,3
page_view,shop.googlemerchandisestore.com/google+redesign/office/google+google+confetti+pen+white,3
add_shipping_info,shop.googlemerchandisestore.com/google+redesign/apparel/mens/yourinfo,3
page_view,shop.googlemerchandisestore.com/roruizf,3
user_engagement,shop.googlemerchandisestore.com/google+redesign/apparel/womens/womens+warm+gear/quickview,3
session_start,shop.googlemerchandisestore.com/google+redesign/shop+by+brand/google/Ã°Å¸ Â´Ã°Å¸ Â´Ã°Å¸ Â´Ã°Å¸ Â´bojack horsmanÃ°Å¸ Â´Ã°Å¸ Â´Ã°Å¸ Â´Ã°Å¸ Â´,3
user_engagement,shop.googlemerchandisestore.com/google+redesign/accessories/other/wireless+gaming+mouse,3
scroll,shop.googlemerchandisestore.com/google+redesign/bags/google+seaport+tote,3
scroll,shop.googlemerchandisestore.com/thankyou/receipt,3
page_view,shop.googlemerchandisestore.com/thankyou/receipt,3
page_view,shop.googlemerchandisestore.com/google+redesign/apparel/womens/womens+warm+gear/quickview,3
page_view,shop.googlemerchandisestore.com/google+redesign/accessories/google+small+cable+organizer+blue,3
user_engagement,shop.googlemerchandisestore.com/Google+Redesign/Accessories/Google+Seattle+Campus+Lapel+Pin,3
first_visit,shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+Womens+Eco+Tee+Black,3
first_visit,shop.googlemerchandisestore.com/Google+Redesign/Apparel/Android+Pocket+Tee+Green,3
scroll,shop.googlemerchandisestore.com/homeã€‚,3
session_start,shop.googlemerchandisestore.com/Google+Redesign/Office/Google+Google+Confetti+Slim+Task+Pad,3
session_start,shop.googlemerchandisestore.com/Google+Redesign/Campus+Collection/Google+Mountain+View+Campus+Unisex+Tee,3
scroll,shop.googlemerchandisestore.com/Google+Redesign/Apparel/Stan+and+Friends+Youth+Tee+Green,3
scroll,shop.googlemerchandisestore.com/google redesign/apparel,3
user_engagement,shop.googlemerchandisestore.com/google redesign/apparel/women s/women s t shirts/google womens short sleeve hero tee,3
session_start,shop.googlemerchandisestore.com/Google+Redesign/Office/Google+Pen+Red,3
session_start,shop.googlemerchandisestore.com/Google+Redesign/Bags/Google+Small+White+Gift+Bag+5PK,3
view_item,shop.googlemerchandisestore.com/Google+Redesign/Apparel/Kids/Kids+Youth,3
session_start,shop.googlemerchandisestore.com/google+redesign/apparel/men++s/men++s+t+shirts,3
user_engagement,shop.googlemerchandisestore.com/google+redesign/apparel/socks/quickview,3
session_start,shop.googlemerchandisestore.com/yourinfo.html/home,3
page_view,shop.googlemerchandisestore.com/google+redesign/accessories/drinkware/home,3
session_start,shop.googlemerchandisestore.com/new/new-accessories,3
page_view,shop.googlemerchandisestore.com/google redesign/apparel/headgear/google twill cap b,3
page_view,shop.googlemerchandisestore.com/google redesign/apparel/womens/womens t shirts,3
page_view,shop.googlemerchandisestore.com/google+redesign/accessories/fun/quickview,3
page_view,shop.googlemerchandisestore.com/google+redesign/office/notebooks+journals/google+metallic+notebook+set,3
session_start,shop.googlemerchandisestore.com/Google+Redesign/Office/Android+Large+Trace+Journal+Black,3
session_start,shop.googlemerchandisestore.com/Google+Redesign/Apparel/YouTube+Icon+Tee+Grey,3
page_view,shop.googlemerchandisestore.com/google+redesign/accessories/google+separating+keyring,3
session_start,shop.googlemerchandisestore.com/shop.axd/Search,3
session_start,shop.googlemerchandisestore.com/),3
page_view,shop.googlemerchandisestore.com/google+redesign/apparel/google+tee+fc+black,3
session_start,shop.googlemerchandisestore.com/google+redesign/drinkware/google+24oz+ring+bottle+red,3
user_engagement,shop.googlemerchandisestore.com/Google+Redesign/Lifestyle/Fun/Malibu+Sunglasses+green,3
scroll,shop.googlemerchandisestore.com/google+redesign/apparel/men+s+t-shirts/home,3
user_engagement,shop.googlemerchandisestore.com/google+redesign/drinkware/google+24oz+ring+bottle+red,3
scroll,shop.googlemerchandisestore.com/Google+Redesign/Bags/Google+Chicago+Campus+Tote,3
session_start,shop.googlemerchandisestore.com/google+redesign/shop+by+brand/quickview,3
user_engagement,shop.googlemerchandisestore.com/google+redesign/apparel/google+unisex+google+pocket+tee+grey,3
user_engagement,shop.googlemerchandisestore.com/Google+Redesign/Accessories/Stickers,3
scroll,shop.googlemerchandisestore.com/Google+Redesign/Accessories/Google+SF+Campus+Lapel+Pin,3
page_view,shop.googlemerchandisestore.com/google+redesign/kids/google+protector+tee+navy+3t,3
session_start,shop.googlemerchandisestore.com/google+redesign/apparel/youtube+twill+cap+sandwich+black,3
page_view,shop.googlemerchandisestore.com/store-policies/frequently-asked-questions/returns,3
page_view,shop.googlemerchandisestore.com/google+redesign/accessories/bags/heritage+computer+backpack,3
page_view,shop.googlemerchandisestore.com/google+redesign/apparel/android+moffet+jacket,3
session_start,shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+SF+Campus+Ladies+Tee,3
session_start,shop.googlemerchandisestore.com/Google+Redesign/Drinkware/IamRemarkable+Water+Bottle,3
page_view,shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+Kirkland+Campus+Ladies+Tee,3
page_view,shop.googlemerchandisestore.com/Google+Redesign/Bags/Google+Rolltop+Backpack+Reflective,3
user_engagement,shop.googlemerchandisestore.com/Google+Redesign/Apparel/Mens/quickview,3
first_visit,shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+Womens+Pride+Eco-Tee+Black,3
user_engagement,shop.googlemerchandisestore.com/google+redesign/apparel/google+land+and+sea+cotton+cap+ls,3
view_item,shop.googlemerchandisestore.com/Google+Redesign/Shop+by+Brand/Waze+Dress+Socks,3
user_engagement,shop.googlemerchandisestore.com/google+redesign/office/android+iconic+pen,3
user_engagement,shop.googlemerchandisestore.com/robots,3
scroll,shop.googlemerchandisestore.com/Google+Redesign/Campus+Collection/Google+Mountain+View+Campus+Bottle,3
first_visit,shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+NYC+Campus+Unisex+Tee,3
user_engagement,shop.googlemerchandisestore.com/Google Redesign/Drinkware/Google Canteen Bottle Black,3
session_start,shop.googlemerchandisestore.com/Eco/Organic+Cotton+Infant+Bodysuit+-+White,3
first_visit,shop.googlemerchandisestore.com/Eco/Organic+Cotton+Infant+Bodysuit+-+White,3
user_engagement,shop.googlemerchandisestore.com/roruizf,3
session_start,shop.googlemerchandisestore.com/google+redesign/bags/google+seaport+tote,3
user_engagement,shop.googlemerchandisestore.com/thankyou/receipt,3
user_engagement,shop.googlemerchandisestore.com//store.html/quickview,3
page_view,shop.googlemerchandisestore.com/google+redesign/drinkware/quickview,3
user_engagement,shop.googlemerchandisestore.com/google+redesign/apparel/kids/kids+toddler,3
page_view,shop.googlemerchandisestore.com/google redesign/apparel/men s/men s outerwear,3
page_view,shop.googlemerchandisestore.com/new/home,3
session_start,shop.googlemerchandisestore.com/google+redesign/apparel/kids,3
session_start,shop.googlemerchandisestore.com/Google+Redesign/Apparel/Youtube+Favorite+Tee+White,3
user_engagement,shop.googlemerchandisestore.com/topsellers/galaxy+screen+cleaning+cloth,3
user_engagement,shop.googlemerchandisestore.com/google+redesign/drinkware/google+boulder+campus+mug,3
page_view,shop.googlemerchandisestore.com/Google+Redesign/Waze,3
first_visit,shop.googlemerchandisestore.com/google+redesign/shop+by+brand/youtube/quickview,3
page_view,shop.googlemerchandisestore.com/google+redesign/accessories/google+emoji+magnet+set,3
first_visit,shop.googlemerchandisestore.com/google+redesign/shop+by+brand/quickview,3
user_engagement,shop.googlemerchandisestore.com/google+redesign/accessories/android+sm+sticker+sheet,3
page_view,shop.googlemerchandisestore.com/google+redesign/apparel/android+twill+cap,3
user_engagement,shop.googlemerchandisestore.com/google redesign/apparel/mens/mens warm gear,3
user_engagement,shop.googlemerchandisestore.com/shop.axd/search,3
page_view,shop.googlemerchandisestore.com/clearance/clearance-apparel,3
session_start,shop.googlemerchandisestore.com/Google+Redesign/Accessories/Google+Cork+Tablet+Case,3
page_view,shop.googlemerchandisestore.com/google+redesign/apparel/google+campus+bike+eco+tee+navy,3
user_engagement,shop.googlemerchandisestore.com/google+redesign/kids/google+standard+onesie+green,3
scroll,shop.googlemerchandisestore.com/google+redesign/apparel/headgear,3
view_item,shop.googlemerchandisestore.com/Google+Redesign/Lifestyle/Fun/Malibu+Sunglasses+green,3
user_engagement,shop.googlemerchandisestore.com/google+redesign/office/notebooks+journals/google+metallic+notebook+set,3
user_engagement,shop.googlemerchandisestore.com/google+redesign/office/google+recycled+notebook+set+natural,3
session_start,shop.googlemerchandisestore.com/Google+Redesign/Office/Google+Cork+Journal,3
scroll,shop.googlemerchandisestore.com/Google+Redesign/Accessories/Google+Felt+Strap+Keyring,3
user_engagement,shop.googlemerchandisestore.com/google+redesign/apparel/kids/kids+toddler/android+toddler+short+sleeve+tshirt+pewter,3
view_item,shop.googlemerchandisestore.com/Google+Redesign/Bags/Google+Rolltop+Backpack+Reflective,3
user_engagement,shop.googlemerchandisestore.com/google+redesign/office/google+google+confetti+pen+white,3
page_view,shop.googlemerchandisestore.com/signin.html/home,3
first_visit,shop.googlemerchandisestore.com/roruizf,3
first_visit,shop.googlemerchandisestore.com/Google+Redesign/Office/Google+ApPeel+Journal+Red,3
session_start,shop.googlemerchandisestore.com/asearch.html/home,3
scroll,shop.googlemerchandisestore.com/canada,3
first_visit,shop.googlemerchandisestore.com/Google+Redesign/Accessories/Google+Large+Pet+Leash+Red+Yellow,3
session_start,shop.googlemerchandisestore.com/Google+Redesign/Accessories/Google+Large+Pet+Leash+Red+Yellow,3
page_view,shop.googlemerchandisestore.com/google+redesign/apparel/socks/quickview,3
scroll,shop.googlemerchandisestore.com/Google+Redesign/Office/Android+Iconic+Pen,3
scroll,shop.googlemerchandisestore.com/Google+Redesign/Accessories/Google+Large+Pet+Collar+Red+Yellow,3
page_view,shop.googlemerchandisestore.com/google+redesign/accessories/pet/crunch+noise+dog+toy,3
user_engagement,shop.googlemerchandisestore.com/google+redesign/apparel/google+tee+black,3
user_engagement,shop.googlemerchandisestore.com/google+redesign/apparel/google+tee+fc+black,3
first_visit,shop.googlemerchandisestore.com/Google+Redesign/Drinkware/Stainless+Bent+Straw+and+Cleaner,3
page_view,shop.googlemerchandisestore.com/google+redesign/apparel/google+nyc+campus+zip+hoodie,3
session_start,shop.googlemerchandisestore.com/Google+Redesign/Accessories/Android+Iconic+Pin,3
first_visit,shop.googlemerchandisestore.com/Google+Redesign/Apparel/Android+Pocket+Tee+Navy,3
user_engagement,shop.googlemerchandisestore.com/google+redesign/gift+cards,3
scroll,shop.googlemerchandisestore.com/google+redesign/shop+by+brand/android,3
page_view,http://shop.googlemerchandisestore.com/google+redesign/apparel/google+tee+blue,3
first_visit,shop.googlemerchandisestore.com/Google+Redesign/Office/Google+Black+Cork+Journal,3
page_view,shop.googlemerchandisestore.com/google redesign/apparel/headgear/youtube trucker hat,3
page_view,shop.googlemerchandisestore.com/google+redesign/kids/google+standard+onesie+green,3
first_visit,shop.googlemerchandisestore.com/canada,3
page_view,shop.googlemerchandisestore.com/google+redesign/apparel/google+tee+black,3
user_engagement,shop.googlemerchandisestore.com/store-policies/frequently-asked-questions/returns,3
user_engagement,shop.googlemerchandisestore.com/google+redesign/bags/google+nyc+campus+tote,3
page_view,shop.googlemerchandisestore.com/Google+Redesign/Drinkware/Google+PNW+Campus+Bottle,3
first_visit,shop.googlemerchandisestore.com/vectoreo,3
session_start,shop.googlemerchandisestore.com/Google+Redesign/Accessories/Google+Red+YoYo,3
first_visit,shop.googlemerchandisestore.com/),3
user_engagement,shop.googlemerchandisestore.com/google+redesign/office/writing/google+stylus+pen+w+led+light,3
page_view,shop.googlemerchandisestore.com/tu_cora,3
first_visit,shop.googlemerchandisestore.com/Google+Redesign/Accessories/Google+Separating+Keyring,3
session_start,shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+Tonal+Tee+Coral,3
first_visit,shop.googlemerchandisestore.com/basket.html/order-confirmed,3
session_start,shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+Womens+Softshell+Moss,3
page_view,http://shop.googlemerchandisestore.com/ideas,3
session_start,shop.googlemerchandisestore.com/google+redesign/accessories/google+clear+framed+gray+shades,3
first_visit,shop.googlemerchandisestore.com/Google+Redesign/Bags/Google+Small+White+Gift+Bag+5PK,3
session_start,http://shop.googlemerchandisestore.com/ideas,3
page_view,shop.googlemerchandisestore.com/),3
session_start,shop.googlemerchandisestore.com/Google Redesign/Accessories/Google Utensil Set,2
first_visit,shop.googlemerchandisestore.com/google+redesign/accessories/google+nyc+campus+lapel+pin,2
scroll,shop.googlemerchandisestore.com/Google+Redesign/Shop+by+Brand/Waze+Dress+Socks,2
user_engagement,shop.googlemerchandisestore.com/Google+Redesign/Apparel/Hats/quickview,2
click,shop.googlemerchandisestore.com/Google+Redesign/New,2
first_visit,shop.googlemerchandisestore.com/Google+Redesign/Accessories/Google+Small+Cable+Organizer+Blue,2
user_engagement,shop.googlemerchandisestore.com/google+redesign/kids/youtube+kids+tee+white,2
scroll,shop.googlemerchandisestore.com/Google+Redesign/Apparel/YouTube+wordmark+crew+grey,2
user_engagement,shop.googlemerchandisestore.com/google+redesign/bags/google+large+tote+canva,2
session_start,shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+Austin+Campus+Zip+Hoodie,2
session_start,shop.googlemerchandisestore.com/Google+Redesign/Accessories/Google+Wallet+Stand+Black,2
first_visit,shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+Tee+FC+Black,2
user_engagement,shop.googlemerchandisestore.com/google+redesign/lifestyle/small+goods/quickview,2
scroll,shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+Boulder+Campus+Ladies+Tee,2
session_start,shop.googlemerchandisestore.com/Google+Redesign/Office/Google+Pen+Bright+Blue,2
user_engagement,shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+Din,2
user_engagement,shop.googlemerchandisestore.com/Google+Redesign/Brands/Go,2
scroll,shop.googlemerchandisestore.com/vianey,2
user_engagement,shop.googlemerchandisestore.com/google+redesign/apparel/google+leather+strap+hat+black,2
first_visit,shop.googlemerchandisestore.com/google+redesign/apparel/womens,2
session_start,shop.googlemerchandisestore.com/google+redesign/accessories/google+separating+keyring,2
page_view,shop.googlemerchandisestore.com/Google+Redesign/Accessories/Google+Wallet+Stand+Black,2
page_view,shop.googlemerchandisestore.com/Google+Redesign/Drinkware/Google+Hub+Mug+White,2
session_start,shop.googlemerchandisestore.com/Google+Redesign/Wearables/Men+s+T-Shirts/home,2
session_start,shop.googlemerchandisestore.com/Google+Redesign/Office/IamRemarkable+Pen,2
first_visit,shop.googlemerchandisestore.com/Google+Redesign/Google+Land+and+Sea+Tech+Taco,2
session_start,shop.googlemerchandisestore.com/Google+Redesign/Office/Google+Cork+Pencil+Pouch,2
page_view,shop.googlemerchandisestore.com//asearch,2
page_view,shop.googlemerchandisestore.com//google+redesign/apparel/youtube+icon+tee+charcoal,2
scroll,shop.googlemerchandisestore.com/Google+Redesign/Accessories/Stickers,2
session_start,shop.googlemerchandisestore.com/google+redesign/apparel/google+cambridge+campus+zip+hoodie+sm,2
page_view,shop.googlemerchandisestore.com/shop.axd/updatecartemp,2
scroll,shop.googlemerchandisestore.com/google+redesign/apparel/google+cambridge+campus+zip+hoodie+sm,2
user_engagement,shop.googlemerchandisestore.com/google+redesign/apparel/google+unisex+pride+eco-tee+black,2
page_view,shop.googlemerchandisestore.com/google+redesign/apparel/google+navy+speckled+tee,2
page_view,shop.googlemerchandisestore.com/google+redesign/apparel/google+womens+grid+zip+up,2
view_promotion,shop.googlemerchandisestore.com.,2
page_view,shop.googlemerchandisestore.com/Google Redesign/Accessories/Google Utensil Set,2
page_view,shop.googlemerchandisestore.com/Google+â€¦,2
scroll,shop.googlemerchandisestore.com/Google+Redesign/Accessories/Google+Large+Pet+Leash+Blue+Green,2
first_visit,shop.googlemerchandisestore.com/Google+Redesign/Office/Miscellaneous,2
session_start,shop.googlemerchandisestore.com/Google+Redesign/Apparel/Android+Iconic+Hat+Green,2
page_view,shop.googlemerchandisestore.com/Google+Redesign/Wearables,2
page_view,shop.googlemerchandisestore.com/google+redesign/bags/google+utility+bag+grey,2
page_view,shop.googlemerchandisestore.com/google+redesign/apparel/google+google+summer19+crew+grey,2
page_view,shop.googlemerchandisestore.com/google+redesign/apparel/google+womens+outpost+vest,2
page_view,shop.googlemerchandisestore.com/google+redesign/nest/nest+usa/nest+protect+smoke+co+white+wired+alarm+usa,2
user_engagement,shop.googlemerchandisestore.com/Google+Redesign/Accessories/Android+Hipster+Pin,2
user_engagement,shop.googlemerchandisestore.com/shop.axd/updateshippingoptions,2
scroll,shop.googlemerchandisestore.com/shop.axd/updatecartemp,2
page_view,shop.googlemerchandisestore.com/google+redesign/bags/shopping+and+totes,2
scroll,shop.googlemerchandisestore.com/google+redesign/apparel/women+s+google+quillted+insulated+vest+lg+white,2
page_view,shop.googlemerchandisestore.com/google+redesign/apparel/women+s+google+quillted+insulated+vest+lg+white,2
user_engagement,shop.googlemerchandisestore.com/google+redesign/accessories/google+emoji+sticker+pack+2+sheet,2
scroll,shop.googlemerchandisestore.com/basket.html/quickview,2
page_view,shop.googlemerchandisestore.com/Google+Redesign/Accessories/Electronic+Accessories,2
session_start,shop.googlemerchandisestore.com/google+redesign/office/writing+instruments,2
user_engagement,shop.googlemerchandisestore.com//google+redesign/apparel/mens,2
scroll,shop.googlemerchandisestore.com/Google+Redesign/Accessories/Android+Lumberjack+Pin,2
first_visit,shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+Tonal+Tee+Coral,2
session_start,shop.googlemerchandisestore.com/Google+Redesign/Office/Google+Pen+Neon+Coral,2
view_promotion,http://shop.googlemerchandisestore.com/store,2
